carat,depth,table,x,y,z,symmetry_val,Good,Ideal,Premium,Very Good,E,F,G,H,I,J,IF,SI1,SI2,VS1,VS2,VVS1,VVS2
0.56,62.8,56.0,5.28,5.23,3.3,1.0095602294455066,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.71,62.7,57.0,5.71,5.64,3.56,1.0124113475177303,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2.01,63.8,55.0,8.0,7.96,5.09,1.0050251256281406,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.01,62.9,58.0,6.39,6.3,3.99,1.0142857142857142,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.24,61.0,57.0,4.03,4.07,2.47,0.9901719901719902,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.39,62.2,55.0,8.58,8.56,5.33,1.0023364485981308,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.01,60.1,59.0,6.55,6.46,3.91,1.0139318885448916,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.53,61.5,54.0,5.25,5.23,3.22,1.0038240917782026,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.28,62.9,52.0,4.21,4.18,2.64,1.007177033492823,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.35,61.7,57.0,4.52,4.56,2.8,0.9912280701754386,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0.91,63.3,60.0,6.1,6.06,3.85,1.006600660066007,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.51,63.1,56.0,5.1,5.13,3.23,0.9941520467836256,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.59,59.8,57.0,5.48,5.53,3.29,0.9909584086799276,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.42,62.0,57.0,4.82,4.79,2.98,1.0062630480167014,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.7,59.4,61.0,5.78,5.74,3.42,1.0069686411149823,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.93,63.1,57.0,6.19,6.17,3.9,1.0032414910858996,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0.42,62.6,56.0,4.79,4.77,2.99,1.0041928721174005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.01,62.7,57.0,6.32,6.38,3.98,0.9905956112852664,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1.53,62.1,55.0,7.43,7.35,4.59,1.0108843537414969,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.56,62.0,54.0,5.3,5.32,3.29,0.9962406015037591,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.3,60.9,59.0,4.29,4.31,2.62,0.9953596287703016,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.33,62.1,54.0,4.43,4.46,2.76,0.9932735426008968,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.62,61.4,56.0,5.47,5.51,3.37,0.9927404718693283,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.53,61.7,55.0,5.21,5.23,3.22,0.9961759082217972,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.76,61.7,56.0,5.87,5.9,3.63,0.994915254237288,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.5,60.4,59.0,7.35,7.42,4.46,0.9905660377358492,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1.0,58.1,63.0,6.6,6.52,3.81,1.012269938650307,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.91,62.7,63.0,6.05,6.0,3.78,1.0083333333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1.0,63.1,59.0,6.34,6.4,4.02,0.990625,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1.04,61.9,56.0,6.46,6.5,4.01,0.9938461538461538,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.13,62.0,54.0,6.7,6.66,4.14,1.006006006006006,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.59,62.3,55.0,7.52,7.48,4.67,1.0053475935828875,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.29,61.8,56.0,4.23,4.26,2.62,0.9929577464788734,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.6,63.7,61.0,5.24,5.21,3.33,1.0057581573896353,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.7,62.3,56.0,7.65,7.61,4.75,1.0052562417871225,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.5,61.2,63.0,7.33,7.41,4.51,0.9892037786774628,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.44,61.6,54.0,4.9,4.97,3.04,0.9859154929577466,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.5,60.0,59.0,7.41,7.46,4.46,0.9932975871313672,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.35,62.5,58.0,4.53,4.49,2.82,1.0089086859688197,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.73,62.7,55.0,5.7,5.79,3.6,0.9844559585492229,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.02,62.9,56.0,6.36,6.4,4.01,0.99375,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1.11,61.3,60.0,6.6,6.54,4.03,1.0091743119266054,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.52,66.9,57.0,8.39,8.33,5.6,1.0072028811524611,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.55,58.1,62.0,5.38,5.46,3.15,0.9853479853479852,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1.02,60.7,56.0,6.58,6.61,4.0,0.9954614220877458,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.41,60.8,56.0,4.84,4.8,2.93,1.0083333333333333,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.13,62.2,55.0,6.66,6.69,4.15,0.9955156950672646,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.42,60.9,58.0,4.84,4.85,2.95,0.9979381443298968,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.5,62.0,56.0,5.07,5.11,3.15,0.9921722113502937,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.23,61.0,59.0,3.93,3.97,2.41,0.9899244332493704,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.42,61.9,58.0,4.8,4.76,2.96,1.0084033613445378,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.57,60.4,57.0,5.35,5.38,3.24,0.9944237918215612,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.01,62.9,56.0,6.39,6.43,4.03,0.9937791601866252,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.34,62.7,57.0,7.1,7.04,4.43,1.0085227272727273,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.3,61.8,56.0,4.29,4.32,2.66,0.9930555555555556,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.34,62.0,54.0,4.52,4.55,2.81,0.9934065934065932,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1.0,63.8,60.0,6.35,6.31,4.04,1.006339144215531,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.59,60.2,60.0,7.58,7.61,4.57,0.9960578186596584,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.39,62.2,53.3,4.68,4.7,2.92,0.9957446808510636,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.22,61.9,54.0,6.88,6.9,4.26,0.9971014492753624,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.41,61.0,59.0,4.78,4.76,2.91,1.0042016806722691,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9,62.4,58.0,6.15,6.22,3.86,0.9887459807073956,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.9,64.1,66.0,6.04,5.98,3.85,1.0100334448160535,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.01,63.5,59.0,6.29,6.41,4.03,0.9812792511700468,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0.92,60.6,63.0,6.34,6.25,3.81,1.0144,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0.26,62.3,59.0,4.1,4.06,2.54,1.0098522167487685,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.38,62.0,53.0,4.66,4.7,2.9,0.9914893617021276,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.51,63.6,55.0,5.03,5.06,3.21,0.9940711462450594,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.57,61.0,59.0,7.5,7.54,4.59,0.9946949602122016,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2.01,62.9,58.0,8.05,8.0,5.05,1.00625,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.33,61.5,59.0,4.42,4.46,2.73,0.9910313901345292,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.36,60.5,60.0,4.55,4.61,2.77,0.9869848156182212,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.91,60.5,61.0,6.23,6.19,3.76,1.0064620355411955,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2.09,57.9,63.0,8.37,8.46,4.87,0.9893617021276594,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.01,62.5,55.0,6.38,6.41,4.0,0.9953198127925116,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.76,61.8,56.0,5.88,5.84,3.62,1.0068493150684932,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.58,61.4,56.0,7.46,7.53,4.6,0.9907038512616202,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.32,60.1,61.0,4.41,4.44,2.66,0.9932432432432432,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
0.27,62.0,60.0,4.15,4.17,2.58,0.9952038369304558,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.42,61.0,55.8,4.83,4.86,2.96,0.9938271604938272,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0.73,61.4,56.0,5.78,5.82,3.56,0.9931271477663229,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.72,62.8,59.0,7.62,7.55,4.76,1.0092715231788079,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.33,61.6,55.0,4.48,4.51,2.77,0.993348115299335,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1.26,61.9,58.0,6.97,6.92,4.3,1.0072254335260116,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0.91,63.5,57.0,6.12,6.07,3.87,1.0082372322899509,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1.54,62.2,58.0,7.45,7.32,4.59,1.01775956284153,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.52,62.0,59.0,5.18,5.15,3.2,1.0058252427184464,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.66,62.1,56.0,5.54,5.57,3.45,0.9946140035906642,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.05,62.8,57.0,6.49,6.45,4.06,1.0062015503875972,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.51,61.4,57.0,5.16,5.13,3.16,1.0058479532163742,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.53,62.4,57.0,5.18,5.21,3.24,0.9942418426103646,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.17,59.6,59.0,6.84,6.88,4.09,0.994186046511628,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0.55,61.2,59.0,5.25,5.28,3.22,0.9943181818181818,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.9,57.1,56.0,6.33,6.28,3.6,1.0079617834394905,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.01,63.3,60.0,6.32,6.35,4.01,0.9952755905511812,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.3,62.2,55.0,4.32,4.36,2.7,0.9908256880733944,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.01,62.4,60.0,6.39,6.43,4.0,0.9937791601866252,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.29,60.9,61.0,4.23,4.27,2.59,0.9906323185011712,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0.32,61.9,55.0,4.41,4.44,2.74,0.9932432432432432,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7,62.6,56.0,5.69,5.66,3.55,1.0053003533568905,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.4,62.3,56.0,4.75,4.72,2.95,1.00635593220339,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.4,61.4,56.0,4.8,4.75,2.93,1.0105263157894735,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.33,61.4,59.0,4.44,4.42,2.72,1.0045248868778285,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.23,62.1,62.0,3.91,3.95,2.44,0.9898734177215188,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.45,59.8,59.0,5.01,4.85,2.96,1.0329896907216496,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.33,61.7,55.0,4.47,4.48,2.76,0.997767857142857,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.92,60.3,56.0,6.32,6.35,3.82,0.9952755905511812,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.74,62.2,56.0,5.79,5.81,3.61,0.9965576592082616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.38,64.1,55.0,4.58,4.62,2.95,0.9913419913419912,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.12,62.0,55.0,6.63,6.66,4.12,0.9954954954954954,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.32,62.1,54.0,4.43,4.4,2.74,1.0068181818181816,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.9,61.3,58.0,6.13,6.08,3.74,1.0082236842105263,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.23,59.2,62.0,7.0,7.05,4.16,0.9929078014184396,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0.25,62.8,54.0,4.05,4.07,2.55,0.9950859950859948,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.71,59.2,59.0,5.83,5.86,3.46,0.9948805460750852,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.56,61.0,58.0,7.41,7.48,4.54,0.9906417112299464,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.41,62.6,57.0,4.73,4.72,2.96,1.0021186440677967,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.71,63.5,59.0,5.63,5.67,3.59,0.9929453262786596,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.56,61.8,59.0,5.34,5.27,3.28,1.013282732447818,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.95,61.9,56.0,6.31,6.35,3.92,0.9937007874015747,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.9,59.1,59.0,6.31,6.37,3.75,0.9905808477237048,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.79,62.3,55.0,5.9,5.94,3.69,0.9932659932659932,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.0,64.2,60.0,6.18,6.28,4.0,0.984076433121019,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.5,61.6,58.0,7.35,7.43,4.55,0.9892328398384926,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0.51,62.7,59.0,5.06,5.09,3.18,0.9941060903732808,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.3,62.1,57.0,4.27,4.29,2.66,0.9953379953379952,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
0.36,61.6,56.0,4.61,4.58,2.83,1.0065502183406114,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.43,58.3,62.0,4.97,4.91,2.88,1.0122199592668024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.35,61.7,56.0,4.52,4.56,2.8,0.9912280701754386,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.74,62.5,56.0,5.8,5.76,3.61,1.0069444444444444,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.5,60.2,58.0,7.31,7.35,4.41,0.9945578231292516,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.74,62.1,56.0,5.79,5.83,3.61,0.9931389365351628,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.6,62.6,58.0,7.5,7.45,4.68,1.006711409395973,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.32,61.0,56.0,4.4,4.42,2.69,0.995475113122172,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2.47,62.5,56.0,8.65,8.6,5.39,1.005813953488372,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.43,62.3,59.0,4.77,4.83,2.99,0.9875776397515528,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1.05,60.8,57.0,6.58,6.65,4.02,0.9894736842105264,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.07,60.6,57.0,6.62,6.67,1.07,0.9925037481259372,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.01,64.1,57.0,6.32,6.22,4.02,1.0160771704180065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.35,62.6,53.7,4.51,4.54,2.83,0.9933920704845814,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.3,61.9,57.0,4.29,4.31,2.66,0.9953596287703016,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.01,61.8,57.0,6.41,6.46,3.98,0.9922600619195048,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.6,62.2,55.0,7.47,7.5,4.65,0.996,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.98,62.7,55.0,6.37,6.27,3.96,1.0159489633173844,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.5,63.4,59.0,5.09,5.06,3.22,1.005928853754941,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0.3,63.4,54.0,4.27,4.31,2.72,0.9907192575406032,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.51,62.3,58.0,7.27,7.33,4.55,0.9918144611186902,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.61,62.0,55.0,5.45,5.48,3.39,0.9945255474452556,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1.22,59.3,59.0,6.96,7.01,4.14,0.9928673323823112,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.08,61.0,58.0,6.64,6.61,4.04,1.004538577912254,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.55,61.2,56.0,5.27,5.3,3.24,0.9943396226415094,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,62.8,59.0,6.37,6.27,3.97,1.0159489633173844,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.38,62.8,57.0,4.58,4.62,2.89,0.9913419913419912,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0.79,62.9,55.0,5.93,5.86,3.71,1.0119453924914674,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.51,63.8,57.0,7.21,7.18,4.59,1.004178272980501,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.14,62.2,54.0,6.69,6.74,4.18,0.9925816023738872,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.91,60.8,59.0,6.28,6.25,3.81,1.0048,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.72,63.2,57.0,5.69,5.73,3.61,0.9930191972076788,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0.33,61.5,57.0,4.49,4.46,2.75,1.0067264573991033,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.0,63.1,56.0,6.31,6.41,4.01,0.9843993759750388,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.3,62.0,55.0,4.31,4.34,2.68,0.9930875576036866,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.93,62.8,59.0,6.13,6.16,3.86,0.99512987012987,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1.1,62.3,56.0,6.64,6.58,4.12,1.009118541033435,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.4,63.2,57.0,4.73,4.7,2.98,1.0063829787234042,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0.73,63.1,57.0,5.74,5.7,3.61,1.0070175438596491,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.03,65.6,58.0,6.3,6.26,4.12,1.0063897763578276,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.51,62.8,58.0,7.21,7.28,4.55,0.9903846153846152,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1.26,61.3,55.0,6.94,7.0,4.27,0.9914285714285714,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1.31,63.4,57.0,6.97,6.87,4.4,1.014556040756914,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.89,62.0,56.0,7.93,7.98,4.93,0.9937343358395988,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1.05,60.7,60.0,6.52,6.56,3.97,0.9939024390243902,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3,60.9,58.0,4.32,4.35,2.64,0.9931034482758622,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.01,63.7,59.0,7.93,7.86,5.03,1.008905852417303,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.7,63.5,54.0,5.69,5.64,3.6,1.0088652482269505,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1.04,60.9,59.0,6.58,6.62,4.02,0.9939577039274924,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1.5,62.2,57.0,7.27,7.33,4.54,0.9918144611186902,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.51,59.2,62.0,5.22,5.29,3.11,0.9867674858223062,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.35,61.9,58.0,4.48,4.54,2.79,0.9867841409691632,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.52,61.3,55.0,5.18,5.2,3.18,0.996153846153846,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.38,61.2,55.1,4.69,4.73,2.88,0.9915433403805496,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.01,60.6,57.0,6.54,6.49,3.95,1.007704160246533,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.35,61.3,56.0,4.56,4.54,2.79,1.004405286343612,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.21,63.1,60.0,6.74,6.69,4.24,1.007473841554559,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.41,62.1,59.0,4.74,4.76,2.95,0.9957983193277312,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.52,60.1,59.0,7.49,7.45,4.49,1.0053691275167784,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.26,61.5,57.0,8.36,8.44,5.17,0.990521327014218,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.34,62.0,55.0,4.49,4.45,2.77,1.0089887640449438,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.81,63.0,57.0,5.94,5.9,3.73,1.0067796610169493,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.41,58.8,62.0,4.87,4.85,2.86,1.0041237113402062,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.31,62.3,59.0,4.35,4.29,2.69,1.013986013986014,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.59,64.5,57.0,5.37,5.16,3.42,1.0406976744186047,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.53,61.6,55.0,5.21,5.27,3.23,0.9886148007590132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.71,63.5,55.0,5.64,5.66,3.59,0.9964664310954062,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.2,61.1,55.0,6.9,6.87,4.21,1.0043668122270744,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.37,60.7,57.0,4.67,4.69,2.84,0.995735607675906,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.51,62.3,56.0,7.3,7.4,4.58,0.9864864864864864,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.13,64.0,58.0,6.58,6.52,4.19,1.0092024539877302,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.3,60.5,60.0,4.31,4.29,2.6,1.0046620046620045,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.37,60.5,59.0,4.62,4.67,2.81,0.9892933618843684,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.5,57.9,62.0,5.18,5.21,3.01,0.9942418426103646,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.34,61.6,55.0,4.48,4.54,2.78,0.9867841409691632,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,62.9,57.0,6.37,6.32,3.99,1.0079113924050631,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.01,61.6,57.0,6.32,6.45,3.93,0.97984496124031,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.13,61.2,56.0,6.76,6.71,4.12,1.007451564828614,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.04,63.8,57.0,6.43,6.4,4.09,1.0046875,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.7,63.2,57.0,5.61,5.63,3.55,0.9964476021314388,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.32,61.8,56.0,4.39,4.41,2.72,0.9954648526077096,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.4,61.8,58.0,4.72,4.69,2.91,1.0063965884861406,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
